Township,Area,State,Median_PSF,Freehold,Leasehold,Terrace House,Cluster House,Semi D,Bungalow,Service Residence,Flat,Town House,Apartment,Condominium,Price
TAMAN BANDAR BARU LAHAT,Lahat,Perak,239,0,1,1,0,0,0,0,0,0,0,0,255100
TAMAN AMANSARA (AMANSARA SOUTH),Kepala Batas,Penang,268,1,0,1,0,0,0,0,0,0,0,0,481287
Taman Desa Cheras,Cheras,Kuala Lumpur,165,1,0,0,0,0,0,0,1,0,0,0,110000
TAMAN DAMAI JAYA,Skudai,Johor,387,1,0,1,0,0,0,0,0,0,0,0,325000
TAMAN MUTIARA GADING (TR 277),Batu Pahat,Johor,354,1,0,1,0,0,0,0,0,0,0,0,495805
Mutiara Idaman 1,Jelutong,Penang,452,0,1,0,0,0,0,0,1,0,0,0,282000
TAMAN TASEK MUTIARA,Ipoh,Perak,250,1,0,1,0,0,0,0,0,0,0,0,370000
Pangsapuri Nusa Indah,Bukit Mertajam,Penang,173,1,0,0,0,0,0,0,0,0,1,0,130000
Bayu Villa,Klang,Selangor,346,1,0,0,0,0,0,0,0,0,1,0,300000
Straits View Condominium,Permas Jaya,Johor,304,1,0,0,0,0,0,0,0,0,0,1,495000
TROPICANA HEIGHTS,Kajang,Selangor,455,1,0,1,0,0,0,0,0,1,0,0,833300
BANDAR PARKLANDS,Klang,Selangor,430,1,0,1,0,0,0,0,0,0,0,0,879000
TAMAN MERAK,Simpang Ampat,Penang,291,1,0,1,0,0,0,0,0,0,0,0,297500
BANDAR BARU TANGKAK,Tangkak,Johor,107,1,0,1,1,0,0,0,0,0,0,0,288800
TAMAN SEMARANG TROPIKA,Dengkil,Selangor,457,0,1,1,0,0,0,0,0,0,0,0,640000
Taman Pandan Cahaya,Ampang,Selangor,275,0,1,0,0,0,0,0,1,0,0,0,170000
TAMAN KLEBANG MUTIARA,Ipoh,Perak,214,0,1,1,0,0,0,0,0,0,0,0,300000
TAMAN ANJUNG GAPAM,Bemban,Melaka,136,0,1,0,0,0,1,0,0,0,0,0,632000
SS17,Subang Jaya,Selangor,471,1,0,1,0,0,0,0,0,0,0,0,880000
TAMAN KLUANG INDAH,Kluang,Johor,209,1,0,1,0,0,0,0,0,0,0,0,250000
TAMAN KASA HEIGHTS,Alor Gajah,Melaka,173,1,0,1,1,0,0,0,0,1,0,0,205000
TAMAN BUKIT RANGIN PERDANA 1 & 2,Kuantan,Pahang,173,0,1,1,0,0,0,0,0,0,0,0,225000
TAMAN SCIENTEX UTAMA,Kulai,Johor,426,1,0,1,0,0,0,0,0,0,0,0,500000
BANDAR BUKIT MAHKOTA,Bangi,Selangor,337,1,0,1,1,1,0,0,0,0,0,0,447500
TAMAN WANGSA INDAH,Batu Pahat,Johor,311,1,0,1,0,1,0,0,0,0,0,0,646076
Miami Green,Batu Ferringhi,Penang,447,1,0,0,0,0,0,0,0,0,0,1,530000
TAMAN KERUING,Batang Kali,Selangor,198,0,1,1,0,0,0,0,0,0,0,0,300000
"TAMAN MESRA, OFF JALAN SUNGAI JATI",Klang,Selangor,349,1,0,1,0,1,0,0,0,0,0,0,506100
TAMAN AKASIA (ACACIA HEIGHTS),Kluang,Johor,208,1,0,0,1,1,0,0,0,0,0,0,610500
TAMAN KLEBANG PUTRA,Ipoh,Perak,209,1,0,1,0,0,0,0,0,0,0,0,317600
MAJIDEE PARK,Johor Bahru,Johor,189,1,0,0,0,1,1,0,0,0,0,0,935000
Villa Wangsamas,Wangsa Maju,Kuala Lumpur,386,1,0,0,0,0,0,0,0,0,0,1,500000
TAMAN PARKLAND,Kluang,Johor,107,1,0,1,0,0,0,0,0,0,0,0,150000
Cybersquare,Cyberjaya,Selangor,476,1,0,0,0,0,0,1,0,0,0,0,250000
Desa Idaman Residences,Puchong,Selangor,432,1,0,0,0,0,0,0,0,0,1,0,450000
TAMAN CHERAS IDAMAN,Cheras,Selangor,473,1,1,1,0,0,0,0,0,0,0,0,830000
Bandar Damai Perdana (Low Cost),Cheras,Selangor,458,1,0,0,0,0,0,0,0,0,0,1,457500
Wisma 2020,Muar,Johor,220,1,0,0,0,0,0,0,0,0,1,0,155000
Puncak Seri Kelana,Ara Damansara,Selangor,400,0,1,0,0,0,0,0,0,0,0,1,420000
Bandar Baru Permas Jaya,Permas Jaya,Johor,232,1,0,0,0,0,0,0,1,0,0,0,172500
Taman Melor,Tampoi,Johor,232,0,1,0,0,0,0,0,1,0,0,0,115000
Forest Green,Bandar Sungai Long,Selangor,599,1,0,0,0,0,0,0,0,0,0,1,600000
TAMAN BUKIT KAYA,Bukit Kepayang,Negeri Sembilan,151,1,0,1,0,0,0,0,0,0,0,0,300000
TAMAN SAUJANA MANJUNG,Sitiawan,Perak,279,0,1,1,0,1,0,0,0,0,0,0,329890
BANDAR BUKIT TINGGI,Klang,Selangor,468,1,0,1,0,0,0,0,0,0,0,0,750000
Mutiara Ville,Cyberjaya,Selangor,400,1,0,0,0,0,0,1,0,0,0,0,400000
TAMAN CAHAYA SURIA,Alor Setar,Kedah,206,1,0,1,0,1,0,0,0,0,0,0,311111
Taman Bunga Negara,Shah Alam,Selangor,287,1,0,0,0,0,0,0,1,0,0,0,207500
PERUMAHAN MAKMUR GAMBANG JAYA 1 (PRIMA),Kuantan,Pahang,79,0,1,0,0,1,0,0,0,0,0,0,230000
BANDAR LAHAT MINES,Lahat,Perak,232,0,1,0,1,0,0,0,0,0,0,0,499440
TAMAN GEMBIRA,Tampoi,Johor,283,1,0,1,0,0,0,0,0,0,0,0,432500
TAMAN IMPIAN INDAH,Bukit Mertajam,Penang,310,1,0,1,0,0,0,0,0,0,0,0,375000
TAMAN ZAMRUD,Parit Buntar,Perak,191,1,1,1,0,0,0,0,0,0,0,0,366075
TAMAN SELATAN,Klang,Selangor,296,1,0,1,0,0,0,0,0,0,0,0,655000
Midfields,Sungai Besi,Kuala Lumpur,386,0,1,0,0,0,0,0,0,0,0,1,450000
Taman Semarak II,Nilai,Negeri Sembilan,177,1,0,0,0,0,0,0,1,0,0,0,120000
TAMAN DELIMA,Tebrau,Johor,256,1,1,1,0,1,0,0,0,0,0,0,425000
TAMAN BUKIT KOMAN 2,Raub,Pahang,208,0,1,1,0,0,0,0,0,0,0,0,297600
ELMINA EAST,Shah Alam,Selangor,547,1,0,1,0,1,0,0,0,0,0,0,921500
TAMAN ANGGERIK HEIGHTS,Bentong,Pahang,242,1,0,1,0,0,0,0,0,0,0,0,338000
Cherry,Ipoh,Perak,180,1,0,0,0,0,0,0,0,0,1,0,137500
BANDAR AMANJAYA (ZON KENANGA),Sungai Petani,Kedah,136,1,0,0,0,1,0,0,0,0,0,0,320000
TAMAN LAHAT SENTOSA (MOSEY HILL),Ipoh,Perak,207,0,1,1,0,0,0,0,0,0,0,0,399880
TAMAN SUNGAI RAMBAI MESRA,Sungai Rambai,Melaka,136,1,0,0,1,0,0,0,0,0,0,0,367000
TAMAN NILAM SARI,Seremban,Negeri Sembilan,317,0,1,1,0,0,0,0,0,0,0,0,411800
VISION HOMES,Seremban 2,Negeri Sembilan,274,1,0,0,1,0,0,0,0,0,0,0,550000
TAMAN PERDANA (CASA PERDANA),Simpang Ampat,Penang,374,1,0,1,0,1,0,0,0,0,0,0,575000
TAMAN DESA SKUDAI,Skudai,Johor,222,1,0,1,0,0,0,0,0,0,0,0,455000
TAMAN SINAR PELANGI,Batu Pahat,Johor,341,1,0,1,0,0,0,0,0,0,0,0,594150
Rumah Pangsa Akasia,Ulu Tiram,Johor,232,1,0,0,0,0,0,0,1,0,0,0,135000
TAMAN SAUJANA HARMONI,Batu Gajah,Perak,180,0,1,1,0,0,0,0,0,0,0,0,288000
Sky Gardens Residences,Tampoi,Johor,413,1,0,0,0,0,0,1,0,0,0,0,435000
Casa Tiara Serviced Apartment,Subang Jaya,Selangor,550,1,0,0,0,0,0,1,0,0,0,0,416500
Iskandar Residences,Iskandar Puteri (Nusajaya),Johor,601,1,0,0,0,0,0,0,0,0,0,1,873000
Apartment Seri Tulip,Serendah,Selangor,198,1,0,0,0,0,0,0,0,0,1,0,160000
NUSARI AMAN 1,Bandar Sri Sendayan,Negeri Sembilan,247,1,0,1,0,0,0,0,0,0,0,0,345000
RPR SUNGAI PLAN,Bintulu,Sarawak,196,0,1,1,0,0,0,0,0,0,0,0,270000
TAMAN PUNCAK JELAPANG MAJU,Ipoh,Perak,195,0,1,1,0,1,0,0,0,0,0,0,290000
Subang Perdana Goodyear Court 7,Subang Jaya,Selangor,393,1,0,0,0,0,0,0,0,0,1,0,376500
TAMAN EHSAN,Kepong,Selangor,305,0,1,1,0,0,0,0,0,0,0,0,505000
TAMAN SERI BAYU 2,Sungai Lalang,Kedah,268,1,0,1,0,0,0,0,0,0,0,0,320000
Pangsapuri Saujana Permai 1,Kajang,Selangor,310,1,0,0,0,0,0,0,0,0,1,0,310000
RENDANG EXORA (PEC LOT 24818),Pekan,Pahang,186,1,0,1,0,0,0,0,0,0,0,0,260000
TAMAN DESA JASMIN,Nilai,Negeri Sembilan,210,1,0,1,0,0,0,0,0,0,0,0,334500
YARRA PARK (RESIDENSI SINAR),Sungai Petani,Kedah,143,1,0,1,0,0,0,0,0,0,0,0,200000
BANDAR TASIK IDAMAN,Batu Gajah,Perak,270,0,1,1,0,0,0,0,0,0,0,0,440300
TAMAN BUKIT RAHMAN PUTRA,Rawang,Selangor,404,1,0,1,0,0,0,0,0,0,0,0,680000
TAMAN DESA DAMAI,Bukit Mertajam,Penang,281,1,0,1,0,1,0,0,0,0,0,0,499800
TAMAN KOTA PERMAI,Bukit Mertajam,Penang,300,1,0,1,0,1,0,0,0,0,0,0,470000
Mutiara Condominium,Bukit Mertajam,Penang,351,1,0,0,0,0,0,0,0,0,0,1,260000
PINGGIRAN BAYU (MANTAU),Rasah,Negeri Sembilan,349,1,0,1,0,0,0,0,0,0,0,0,488000
BANDAR AMANJAYA (ZON SEROJA),Sungai Petani,Kedah,180,1,0,1,0,0,0,0,0,0,0,0,220000
Anggerik Villa 2,Kajang,Selangor,198,1,0,0,0,0,0,0,0,0,1,0,220000
TAMAN MURNI,Batu Pahat,Johor,233,1,0,1,0,0,0,0,0,0,0,0,327500
TAMAN BAYU MUTIARA,Bukit Mertajam,Penang,426,1,0,1,0,1,0,0,0,0,0,0,650000
Suria Kipark Damansara,Kepong,Selangor,454,1,0,0,0,0,0,0,0,0,1,0,445000
PD Perdana,Port Dickson,Negeri Sembilan,126,1,0,0,0,0,0,0,0,0,1,0,95000
TAMAN SRI SETIA,Johor Bahru,Johor,289,1,0,1,0,1,0,0,0,0,0,0,738000
Bandar Baru Uda,Johor Bahru,Johor,289,0,1,0,0,0,0,0,1,0,0,0,161500
TAMAN CHERAS JAYA,Balakong,Selangor,249,0,1,1,0,0,0,0,0,0,0,0,425000
Pangsapuri Perdana Villa,Klang,Selangor,310,1,0,0,0,0,0,0,0,0,1,0,300000
TAMAN CAHAYA KRISTAL II,Bandar Baharu,Kedah,152,1,0,0,0,1,0,0,0,0,0,0,438488
LEMBAH BERINGIN,Kuala Kubu Baru,Selangor,70,1,0,1,0,0,0,0,0,0,0,0,155000
TAMAN NUSA IDAMAN,Iskandar Puteri (Nusajaya),Johor,368,1,0,0,0,1,0,0,0,0,0,0,780000
TAMAN BUKIT TIRAM,Ulu Tiram,Johor,366,1,0,1,0,0,0,0,0,0,0,0,380000
TAMAN SCIENTEX KULAI 2,Kulai,Johor,281,1,0,1,1,0,0,0,0,0,0,0,440000
TAMAN SELAYANG JAYA,Selayang,Selangor,551,1,0,1,0,0,0,0,0,0,0,0,680000
TAMAN BEMBAN SETIA,Batu Gajah,Perak,166,0,1,1,0,0,0,0,0,0,0,0,240000
TAMAN PUTRA INDAH,Ipoh,Perak,180,1,0,1,0,0,0,0,0,0,0,0,240000
Permas Ville Apartment,Permas Jaya,Johor,345,1,0,0,0,0,0,0,0,0,1,0,400000
TAMAN INTAN PERDANA,Telok Kemang,Negeri Sembilan,154,1,1,1,0,0,0,0,0,0,0,0,220000
TAMU HILL PARK,Batang Kali,Selangor,244,1,0,1,0,0,0,0,0,0,0,0,400000
TAMAN WANGSA PERMAI (P/L 13367),Lumut,Perak,178,1,0,0,0,1,0,0,0,0,0,0,498800
TAMAN DESA RISHAH INDAH,Ipoh,Perak,261,0,1,1,0,0,0,0,0,0,0,0,449000
HIJAYU 1,Bandar Sri Sendayan,Negeri Sembilan,283,1,0,1,0,0,0,0,0,0,0,0,500000
Sri Impian Apartment,Ayer Itam,Penang,392,0,1,0,0,0,0,0,0,0,1,0,278000
PR1MA @ PORT DICKSON,Lukut,Negeri Sembilan,210,1,0,1,0,0,0,0,0,0,0,0,287850
NUSAVILLA,Iskandar Puteri (Nusajaya),Johor,320,1,0,0,0,0,0,0,0,1,0,0,500000
Apartment Seri Bakawali,Serendah,Selangor,54,1,0,0,0,0,0,0,0,0,1,0,36000
TAMAN CHERAS PERDANA,Cheras,Selangor,361,1,0,1,0,0,0,0,0,0,0,0,445000
TAMAN PENGKALAN MINYAK DAMAI,Ayer Molek,Melaka,129,1,0,1,1,0,0,0,0,0,0,0,337834
Golden Hills Resort (Amber Court Apartment),Genting Highlands,Pahang,232,1,0,0,0,0,0,0,0,0,1,0,211500
Taman Setia Jaya,Alor Setar,Kedah,124,1,0,0,0,0,0,0,1,0,0,0,68000
USJ One Avenue Condo,Subang Jaya,Selangor,372,0,1,0,0,0,0,0,0,0,0,1,500000
TAMAN KLUANG PERDANA,Kluang,Johor,110,1,0,1,0,1,0,0,0,0,0,0,199900
TAMAN CRESCENTIA,Batu Kawan,Penang,278,0,1,1,1,0,0,0,0,0,0,0,350000
TAMAN KOPERASI MUHIBBAH,Kluang,Johor,182,1,0,1,0,0,0,0,0,0,0,0,180000
Sri Penara,Cheras,Kuala Lumpur,433,0,1,0,0,0,0,0,0,0,1,0,280000
TAMAN PERTAM JAYA,Melaka City,Melaka,402,0,1,1,0,0,0,0,0,0,0,0,580000
TAMAN JENDERAM SUTERA,Dengkil,Selangor,418,1,0,1,0,0,0,0,0,0,0,0,585000
TAMAN MAWAR INDAH,Raub,Pahang,131,1,0,0,0,1,0,0,0,0,0,0,420000
TAMAN BUKIT,Bukit Mertajam,Penang,248,1,0,0,0,1,0,0,0,0,0,0,620000
TAMAN DESA JAYA,Kepong,Selangor,349,0,1,1,0,0,0,0,0,0,0,0,500000
TAMAN MALIHAH,Kuching,Sarawak,133,0,1,1,0,0,0,0,0,0,0,0,248000
TAMAN SINTAR INDAH,Nibong Tebal,Penang,251,1,0,1,0,1,0,0,0,0,0,0,340000
TAMAN SRI PERDANA,Lahad Datu,Sabah,191,0,1,1,0,1,0,0,0,0,0,0,550000
Regalia Residence,KL City,Kuala Lumpur,679,1,0,0,0,0,0,1,0,0,0,0,616505
"TAMAN MELATI INDAH, PUNDUT",Lumut,Perak,270,1,0,1,0,0,0,0,0,0,0,0,420000
Pangsapuri Wira,Cheras,Selangor,313,1,0,0,0,0,0,0,0,0,1,0,256000
Juta Mines,Seri Kembangan,Selangor,370,0,1,0,0,0,0,0,0,0,0,1,450000
Pangsapuri Persiaran Tanjung,Tampoi,Johor,297,0,1,0,0,0,0,0,0,0,1,0,285000
BANDAR SERI ALAM,Pasir Gudang,Johor,361,1,0,1,0,0,0,0,0,0,0,0,340000
BEHRANG 2020 / TAMAN WAWASAN,Ulu Bernam,Perak,198,1,0,1,0,0,0,0,0,0,0,0,252500
TAMAN SEROJA,Sepang,Selangor,156,0,1,1,0,0,0,0,0,0,0,0,400000
TAMAN SAUJANA INDAH,Bukit Katil,Melaka,194,1,0,1,0,1,0,0,0,1,0,0,315000
TAMAN LANGAT UTAMA 2,Tanjong Duabelas,Selangor,244,0,1,1,0,0,0,0,0,0,0,0,435000
Taman Cempaka,Tampoi,Johor,246,0,1,0,0,0,0,0,1,0,0,0,136000
TAMAN JASMIN [SENAWANG],Senawang,Negeri Sembilan,153,0,1,1,0,0,0,0,0,1,0,0,150000
Taman Bunga Raya,Serendah,Selangor,187,0,1,0,0,0,0,0,1,0,0,0,130000
POLO PARK,Johor Bahru,Johor,272,1,0,0,0,0,0,0,0,1,0,0,320000
BANDAR NUSA RHU,Shah Alam,Selangor,400,0,1,1,0,0,1,0,0,0,0,0,591500
Tasik Heights Apartment,Bandar Tasik Selatan,Kuala Lumpur,332,0,1,0,0,0,0,0,0,0,1,0,290000
The Loft @ Zetapark,Setapak,Kuala Lumpur,465,0,1,0,0,0,0,1,0,0,0,0,500000
Desa Skudai Apartment,Skudai,Johor,281,1,0,0,0,0,0,0,0,0,1,0,330000
TAMAN MALURI,Cheras,Kuala Lumpur,303,0,1,1,0,0,0,0,0,0,0,0,780000
Desa Impiana,Puchong,Selangor,340,1,0,0,0,0,0,0,0,0,0,1,400000
TAMAN SETIA JAYA,Batu Pahat,Johor,234,1,0,1,0,0,0,0,0,0,0,0,380000
LOT 11666-11704 PERUMAHAN BALOK PERDANA,Sungai Karang,Pahang,205,0,1,1,0,0,0,0,0,0,0,0,315000
Casa Tropicana,Tropicana,Selangor,464,0,1,0,0,0,0,0,0,0,0,1,540000
TAMAN PD UTAMA,Port Dickson,Negeri Sembilan,136,1,0,1,0,0,0,0,0,0,0,0,195000
Puncak Erskine,Tanjong Tokong,Penang,290,1,0,0,0,0,0,0,0,0,1,0,175000
TAMAN MENTAKAB INDAH,Mentakab,Pahang,101,1,0,1,0,0,0,0,0,0,0,0,105500
TAMAN BUKIT SERINDIT,Melaka City,Melaka,219,1,0,0,0,1,1,0,0,0,0,0,392500
TAMAN BANDAR UNIVERSITI PARIT RAJA,Batu Pahat,Johor,209,1,0,1,0,0,0,0,0,0,0,0,326970
TAMAN SEMANTAN INDAH,Mentakab,Pahang,146,1,0,1,0,0,0,0,0,0,0,0,257500
TAMAN PERLING LABIS- TR 74,Labis,Johor,224,1,0,1,0,0,0,0,0,0,0,0,386400
TAMAN AMAN 3,Lahad Datu,Sabah,176,0,1,1,0,0,0,0,0,0,0,0,375000
TAMAN RAUB JAYA 3,Raub,Pahang,251,1,0,1,0,0,0,0,0,0,0,0,272500
SEKSYEN 8 BANDAR BARU BANGI,Bangi,Selangor,384,0,1,1,0,0,0,0,0,0,0,0,590000
Angkasa Apartment,Kota Kinabalu,Sabah,353,0,1,0,0,0,0,0,0,0,1,0,300000
BANDAR BARU KUANTAN PUTRI,Kuantan,Pahang,159,0,1,1,0,0,0,0,0,0,0,0,202500
TAMAN SURIA (SUN LAND RESIDENCE),Ipoh,Perak,329,0,1,1,0,0,0,0,0,0,0,0,548000
Perdana Exclusive,Damansara Perdana,Selangor,380,0,1,0,0,0,0,0,0,0,0,1,340000
TAMAN DESA INTAN,Kapar,Selangor,322,1,1,1,0,0,0,0,0,0,0,0,423250
TAMAN PENGKALAN PRISMA,Batu Gajah,Perak,168,0,1,1,0,0,0,0,0,0,0,0,290000
TAMAN NUSANTARA PRIMA,Gelang Patah,Johor,337,1,0,1,1,0,0,0,0,0,0,0,675000
TAMAN PUSING SAKURA,Batu Gajah,Perak,236,0,1,1,0,0,0,0,0,0,0,0,330880
TAMAN SAUJANA PUCHONG,Puchong,Selangor,374,1,1,1,0,0,0,0,0,0,0,0,531000
TAMAN JATI,Batu Berendam,Melaka,269,1,1,1,0,0,0,0,0,0,0,0,380000
SEKSYEN 18,Petaling Jaya,Selangor,162,1,1,1,0,0,1,0,0,0,0,0,695000
PARK AVENUE @ SEREMBAN 2,Seremban 2,Negeri Sembilan,207,1,0,1,0,1,1,0,0,0,0,0,580000
Subang Perdana Goodyear Court 6,Subang Jaya,Selangor,345,1,0,0,0,0,0,0,0,0,1,0,282500
TAMAN ANGSAMAS 2,Rasah,Negeri Sembilan,67,1,0,1,0,0,0,0,0,0,0,0,80000
Desa Bayan Apartment,Bayan Lepas,Penang,486,1,0,0,0,0,0,0,0,0,1,0,345000
TAMAN DESA SAUJANA,Arau,Perlis,205,1,0,1,0,1,0,0,0,0,0,0,414428
TAMAN PERMAI BIDOR,Bidor,Perak,153,0,1,1,1,1,0,0,0,0,0,0,364000
Taman Bagan,Butterworth,Penang,222,1,0,0,0,0,0,0,1,0,0,0,115000
DESA SEJIJAK,Kuching,Sarawak,166,0,1,1,0,0,0,0,0,0,0,0,176050
Taman Tun Teja,Rawang,Selangor,264,0,1,0,0,0,0,0,1,0,0,0,215000
TAMAN DESARIA,Nilai,Negeri Sembilan,177,1,0,1,0,0,0,0,0,0,0,0,310000
TAMAN MAWAR,Pasir Gudang,Johor,313,0,1,1,0,0,0,0,0,0,0,0,390000
TAMAN MERDEKA FASA 1D,Batu Berendam,Melaka,232,0,1,1,0,0,0,0,0,0,0,0,275000
The Platino Serviced Apartment,Tampoi,Johor,666,1,0,0,0,0,0,1,0,0,0,0,601900
Beverly Hills 5,Kota Kinabalu,Sabah,402,0,1,0,0,0,0,0,0,0,1,0,185000
TAMAN BERTAM PUTRA,Tanjong Minyak,Melaka,311,1,0,1,0,0,0,0,0,0,0,0,488000
LEX LIVING,Ipoh,Perak,323,1,0,1,0,0,0,0,0,0,0,0,568880
TAMAN AUSTIN PERDANA,Tebrau,Johor,434,1,0,1,0,1,0,0,0,0,0,0,670000
Hann's Residence,Sibu,Sarawak,593,0,1,0,0,0,0,0,0,0,1,0,450000
OVERSEAS UNION GARDEN,Jalan Klang Lama (Old Klang Road),Kuala Lumpur,519,1,0,1,0,0,1,0,0,0,0,0,923000
GARDEN HOMES @ SEREMBAN 2,Seremban 2,Negeri Sembilan,220,1,0,1,0,0,0,0,0,0,0,0,370000
Flat Danau Kota,Setapak,Kuala Lumpur,271,0,1,0,0,0,0,0,1,0,0,0,190000
BANDAR SEBERANG JAYA,Seberang Jaya,Penang,294,0,1,1,0,0,0,0,0,0,0,0,280000
TAMAN SAGA,Senai,Johor,259,1,0,1,0,0,0,0,0,0,0,0,270000
TAMAN MUTIARA PERDANA,Batu Pahat,Johor,206,1,0,1,0,1,0,0,0,0,0,0,573000
TAMAN LUKUT ERA,Lukut,Negeri Sembilan,217,1,0,1,0,0,0,0,0,0,0,0,418000
TAMAN EHSAN JAYA,Ulu Tiram,Johor,499,0,1,1,0,0,0,0,0,0,0,0,670000
TAMAN SRI PULAI PERDANA,Kulai,Johor,382,1,0,1,0,0,0,0,0,0,0,0,499000
One Foresta,Bayan Lepas,Penang,492,1,0,0,0,0,0,0,0,0,0,1,450000
TAMAN SRI PUTRA,Banting,Selangor,220,1,1,1,0,0,0,0,0,0,0,0,342500
DESA PENGKALAN BERSATU,Ipoh,Perak,241,0,1,1,0,0,0,0,0,0,0,0,309800
TAMAN JUASSEH SENTOSA FASA 2,Juasseh,Negeri Sembilan,158,1,0,1,0,0,0,0,0,0,0,0,249800
TAMAN PARIT BAKAR INDAH-TR.149,Muar,Johor,282,1,0,1,0,0,0,0,0,0,0,0,498000
PUTERI RESIDENCE,Sungai Petani,Kedah,131,1,0,0,0,1,0,0,0,0,0,0,420000
TAMAN PUCHONG PERDANA,Puchong,Selangor,342,0,1,1,0,0,0,0,0,0,0,0,375000
TAMAN PERMAI INDAH FASA 2,Kuala Lipis,Pahang,115,1,0,1,0,1,0,0,0,0,0,0,326300
TAMAN BUKIT RAHMAN PUTRA,Sungai Buloh,Selangor,424,1,0,1,1,0,0,0,0,0,0,0,700000
TAMAN BUKIT RAMBAI (BARU),Bukit Rambai,Melaka,182,1,0,1,0,1,0,0,0,0,0,0,280000
PERMAIPURA VILLA,Sungai Lalang,Kedah,98,1,0,0,0,0,1,0,0,0,0,0,548000
Seri Austin Residence (Pangsapuri Seri Austin),Tebrau,Johor,436,1,0,0,0,0,0,0,0,0,1,0,388000
Grace Residence,Jelutong,Penang,592,1,0,0,0,0,0,0,0,0,0,1,780000
TAMAN VISTA JAYA,Port Dickson,Negeri Sembilan,140,0,1,1,0,0,0,0,0,0,0,0,175000
TAMAN SEREMBAN 3,Rasah,Negeri Sembilan,231,1,0,1,0,0,0,0,0,0,0,0,390000
Summer Place,Jelutong,Penang,637,0,1,0,0,0,0,0,0,0,0,1,690000
P' Residence,Kuching,Sarawak,408,0,1,0,0,0,0,0,0,0,0,1,470000
HUTAN MELINTANG RESIDENCE,Hutan Melintang,Perak,136,1,0,1,0,1,0,0,0,0,0,0,438800
Prestige III,Balik Pulau,Penang,298,1,0,0,0,0,0,0,0,0,1,0,192500
REJANG PARK,Sibu,Sarawak,197,0,1,1,0,0,0,0,0,0,0,0,380000
Kinrara Mas,Bukit Jalil,Kuala Lumpur,319,1,0,0,0,0,0,0,0,0,0,1,380000
TAMAN CHAI LENG,Perai,Penang,265,1,0,1,0,0,0,0,0,0,0,0,490000
SUNWAY CITY,Tambun,Perak,294,0,1,1,0,0,0,0,0,1,0,0,608000
MEDAN KLEBANG RESTU,Chemor,Perak,172,1,0,1,0,0,0,0,0,0,0,0,235000
NUSARI AMAN 2,Bandar Sri Sendayan,Negeri Sembilan,227,1,0,1,0,1,0,0,0,0,0,0,500000
Holiday Place (D-Villa Residence),Ampang,Kuala Lumpur,431,1,0,0,0,0,0,1,0,0,0,0,400000
TAMAN SRI LALANG,Kota Tinggi,Johor,167,1,0,1,0,0,0,0,0,0,0,0,340000
Rampai Court,Wangsa Maju,Kuala Lumpur,390,1,0,0,0,0,0,0,0,0,1,0,231000
BANDAR DATARAN SEGAR,Lukut,Negeri Sembilan,313,1,0,1,0,0,0,0,0,0,0,0,459000
PERUMAHAN PASDEC,Kuantan,Pahang,189,0,1,1,0,0,0,0,0,0,0,0,250000
Pelangi Damansara 1,Bandar Utama,Selangor,497,0,1,0,0,0,0,0,0,0,1,0,460000
Casa Idaman,Sentul,Kuala Lumpur,394,0,1,0,0,0,0,0,0,0,0,1,400000
Idaman Selasih,Bayan Lepas,Penang,472,1,0,0,0,0,0,0,1,0,0,0,320000
TAMAN BUKIT MELAKA,Bukit Baru,Melaka,227,1,0,1,0,0,0,0,0,0,0,0,438000
AUSTRA HEIGHT,Bintulu,Sarawak,340,0,1,1,0,0,0,0,0,0,0,0,380000
TAMAN WARISAN PUTERI,Ampangan,Negeri Sembilan,279,1,0,1,1,1,0,0,0,0,0,0,433680
TAMAN CEMPAKA [SENAWANG],Senawang,Negeri Sembilan,224,0,1,1,0,0,0,0,0,0,0,0,295000
SUBANG BESTARI,Shah Alam,Selangor,414,0,1,1,0,1,0,0,0,0,0,0,690000
BANDAR BARU KANGKAR PULAI,Skudai,Johor,239,0,1,1,1,0,0,0,0,0,0,0,498000
TAMAN PUTERI,Kuching,Sarawak,179,0,1,1,0,0,0,0,0,0,0,0,400000
TAMAN DESA DAMAI,Bentong,Pahang,192,1,0,1,0,0,0,0,0,0,0,0,240000
Sri Alam Condominium,Shah Alam,Selangor,324,0,1,0,0,0,0,0,0,0,0,1,450000
Sejati Ujana,Sandakan,Sabah,292,0,1,0,0,0,0,0,0,0,1,0,200000
TAMAN SERI ANDALAS,Klang,Selangor,287,0,1,1,0,1,0,0,0,0,0,0,475000
TAMAN EVERGREEN HEIGHTS,Batu Pahat,Johor,244,1,0,1,0,0,0,0,0,0,0,0,420000
Seri Intan Apartment,Setia Alam,Selangor,410,1,0,0,0,0,0,0,0,0,1,0,340000
Jentayu,Skudai,Johor,195,1,0,0,0,0,0,0,1,0,0,0,130000
TABUAN TRANQUILITY,Kuching,Sarawak,362,1,1,1,0,0,0,0,0,0,0,0,730000
DESA PINGGIRAN PUTRA,Dengkil,Selangor,203,0,1,1,0,0,1,0,0,0,0,0,402500
Seroja,Setia Alam,Selangor,300,1,0,0,0,0,0,0,1,0,0,0,200000
TAMAN CEMPAKA INDAH,Teloi Kiri,Kedah,122,1,0,1,0,1,0,0,0,0,0,0,195000
COUNTRY VILLAS,Bemban,Melaka,388,0,1,1,0,1,0,0,0,0,0,0,645000
